trial;present;key;iter_ns;rec_ns;iter_found;rec_found
693;1;7369.7210000000;100;100;1;1
694;1;4596.0450000000;100;100;1;1
695;1;8164.2300000000;100;100;1;1
696;1;4598.2430000000;100;100;1;1
697;1;12474.0420000001;100;100;1;1
698;1;8357.7820000000;100;100;1;1
699;0;11577.2694500001;100;100;0;0
700;0;10313.7054500001;200;100;0;0
701;1;13330.3180000002;100;100;1;1
702;1;9542.5990000000;0;0;1;1
703;1;12637.7690000002;0;0;1;1
704;0;7434.1504500000;100;0;0;0
705;0;8095.7184500000;200;100;0;0
706;1;15352.2590000002;100;100;1;1
707;0;10533.3024500001;0;100;0;0
708;0;5739.6704500000;100;100;0;0
709;0;13536.0404500002;100;100;0;0
710;1;8593.3110000000;100;100;1;1
711;0;1497.2654500000;100;100;0;0
712;0;9278.3774500000;100;100;0;0
713;1;14351.4970000002;100;100;1;1
714;0;13779.3194500002;100;100;0;0
715;1;2567.1590000000;100;100;1;1
716;1;1640.1520000000;100;100;1;1
717;0;12458.8834500001;100;100;0;0
718;1;2203.6820000000;200;100;1;1
719;0;12275.4224500001;100;100;0;0
720;1;15269.9130000002;100;100;1;1
721;0;12972.0614500002;100;100;0;0
722;1;10939.1310000001;100;100;1;1
723;0;5723.7174500000;100;100;0;0
724;1;7030.7780000000;100;100;1;1
725;1;12313.8190000001;100;100;1;1
726;0;3045.8194500000;100;100;0;0
727;0;13599.9474500002;200;100;0;0
728;0;12726.3944500002;100;100;0;0
729;0;4674.4664500000;100;100;0;0
730;1;7045.3210000000;100;100;1;1
731;0;6929.5174500000;100;100;0;0
732;0;10375.2834500001;100;100;0;0
733;1;6898.8930000000;100;100;1;1
734;0;13721.7774500002;100;100;0;0
735;0;13059.0764500002;100;100;0;0
736;1;13917.3220000002;100;100;1;1
737;1;3470.6850000000;0;100;1;1
738;0;5438.1984500000;100;100;0;0
739;0;4401.8534500000;100;100;0;0
740;1;5542.4670000000;200;100;1;1
741;1;8226.2970000000;100;100;1;1
742;1;4122.8560000000;100;100;1;1
743;0;2218.6404500000;100;100;0;0
744;1;1113.1480000000;100;0;1;1
745;0;13681.9724500002;0;0;0;0
746;1;6478.1880000000;100;100;1;1
747;0;1940.4624500000;100;200;0;0
748;0;2471.2074500000;100;100;0;0
749;1;7584.4470000000;0;100;1;1
750;0;3449.1194500000;100;100;0;0
751;1;15721.6890000002;100;100;1;1
752;1;1950.1500000000;100;100;1;1
753;0;7972.7284500000;100;100;0;0
754;1;1291.4130000000;100;100;1;1
755;1;2368.3880000000;100;100;1;1
756;0;4177.9744500000;100;100;0;0
757;0;2236.5044500000;100;100;0;0
758;1;12227.2260000001;100;100;1;1
759;1;11143.5830000001;100;100;1;1
760;0;1818.3204500000;100;100;0;0
761;0;2571.8414500000;100;100;0;0
762;1;14612.5990000002;100;100;1;1
763;0;1873.4594500000;100;100;0;0
764;1;1355.2950000000;100;100;1;1
765;0;5422.6834500000;100;100;0;0
766;0;12758.0074500002;0;100;0;0
767;0;9345.2364500000;100;100;0;0
768;1;2943.6930000000;100;100;1;1
769;1;2281.7020000000;100;100;1;1
770;0;1087.7584500000;100;100;0;0
771;1;16179.1300000002;0;0;1;1
772;0;14412.2134500002;200;100;0;0
773;1;7991.8420000000;100;100;1;1
774;0;11830.2004500001;100;100;0;0
775;1;7200.5030000000;0;100;1;1
776;1;2030.7680000000;100;100;1;1
777;1;10659.9350000001;100;100;1;1
778;1;1817.4760000000;100;100;1;1
779;1;9422.5810000000;100;100;1;1
780;1;6481.0230000000;100;0;1;1
781;1;4276.4620000000;0;100;1;1
782;0;1978.9814500000;100;0;0;0
783;0;3808.0804500000;200;100;0;0
784;1;305.6090000000;100;100;1;1
785;1;7600.3490000000;100;100;1;1
786;1;8132.0020000000;100;100;1;1
787;0;2003.2824500000;0;100;0;0
788;0;7425.5464500000;100;100;0;0
789;0;3003.7934500000;100;100;0;0
790;0;4254.2224500000;100;100;0;0
791;1;10836.3010000001;100;0;1;1
792;0;13847.9254500002;0;100;0;0
793;1;8454.4770000000;100;100;1;1
794;1;4164.0770000000;100;100;1;1
795;1;15553.5350000002;100;100;1;1
796;1;9836.4090000001;100;100;1;1
797;1;4252.3810000000;100;100;1;1
798;0;13451.6544500002;100;100;0;0
799;1;13663.4880000002;0;0;1;1
800;1;2245.8940000000;100;100;1;1
801;0;8974.4374500000;100;200;0;0
802;0;9901.7244500001;100;0;0;0
803;1;1892.0060000000;100;100;1;1
804;0;12056.1164500001;100;100;0;0
805;0;10152.4664500000;200;100;0;0
806;1;7813.2050000000;100;100;1;1
807;1;14334.9640000002;100;100;1;1
808;1;9152.3890000000;100;0;1;1
809;1;11826.0880000001;100;100;1;1
810;1;9507.9290000000;100;100;1;1
811;0;15799.7194500002;100;100;0;0
812;0;11888.1804500001;100;100;0;0
813;0;2028.0194500000;100;100;0;0
814;1;8569.1410000000;100;100;1;1
815;1;9054.9010000000;100;100;1;1
816;0;9460.2494500000;100;100;0;0
817;1;4110.9250000000;100;100;1;1
818;1;10742.6290000001;100;100;1;1
819;1;13707.2700000002;100;100;1;1
820;0;564.7294500000;100;100;0;0
821;0;16070.3174500002;100;200;0;0
822;0;8439.9324500000;100;100;0;0
823;0;14653.0734500002;100;100;0;0
824;1;1100.6930000000;100;100;1;1
825;1;411.9780000000;100;100;1;1
826;1;5987.5170000000;100;100;1;1
827;1;10267.8010000001;0;0;1;1
828;0;5448.2394500000;100;100;0;0
829;1;6823.1890000000;100;100;1;1
830;1;14417.4100000002;0;0;1;1
831;1;13669.9190000002;100;100;1;1
832;0;14986.4044500002;100;100;0;0
833;1;3597.2940000000;100;100;1;1
834;0;15366.8184500002;100;100;0;0
835;0;7254.4044500000;200;100;0;0
836;1;2735.2450000000;100;100;1;1
837;1;3915.0690000000;100;0;1;1
838;1;9086.5000000000;100;100;1;1
839;1;13325.2890000002;100;100;1;1
840;1;11454.1390000001;100;100;1;1
841;0;15515.4624500002;100;100;0;0
842;1;15036.2450000002;100;100;1;1
843;1;3638.0330000000;100;100;1;1
844;1;8543.1610000000;100;0;1;1
845;1;8246.1770000000;100;100;1;1
846;0;9680.3724500000;100;0;0;0
847;0;6849.6674500000;100;0;0;0
848;1;4147.7790000000;100;100;1;1
849;0;14288.3374500002;100;100;0;0
850;1;12849.7000000002;100;100;1;1
851;1;5797.0800000000;100;100;1;1
852;0;8183.1494500000;100;100;0;0
853;1;2149.2770000000;100;100;1;1
854;0;13132.2584500002;100;100;0;0
855;0;123.7684500000;100;0;0;0
856;1;5425.3980000000;100;100;1;1
857;1;13449.8080000002;0;0;1;1
858;1;9525.1410000000;100;100;1;1
859;0;5181.2054500000;100;100;0;0
860;1;14930.3110000002;100;100;1;1
861;1;8455.7080000000;100;100;1;1
862;1;6130.0280000000;100;100;1;1
863;1;5149.5350000000;100;100;1;1
864;0;3659.5304500000;100;100;0;0
865;1;6939.6990000000;100;100;1;1
866;0;8952.7174500000;100;100;0;0
867;1;4670.6640000000;100;100;1;1
868;1;15132.3620000002;200;100;1;1
869;0;2984.2354500000;100;100;0;0
870;1;8177.5050000000;100;100;1;1
871;0;2025.1954500000;100;100;0;0
872;1;5962.3700000000;100;100;1;1
873;0;12029.7374500001;100;0;0;0
874;1;11897.3440000001;100;100;1;1
875;1;12580.7420000001;100;100;1;1
876;0;10946.8084500001;100;100;0;0
877;1;6083.1960000000;100;100;1;1
878;0;16154.0404500002;100;100;0;0
879;0;13490.5644500002;100;0;0;0
880;0;16140.3104500002;0;100;0;0
881;1;14025.2180000002;100;100;1;1
882;1;10010.7810000001;100;100;1;1
883;0;3751.8964500000;100;100;0;0
884;0;14193.1514500002;100;100;0;0
885;0;11514.5764500001;100;200;0;0
886;0;14933.6734500002;100;100;0;0
887;1;1720.3890000000;100;100;1;1
888;1;11894.8710000001;100;100;1;1
889;0;9285.5634500000;100;100;0;0
890;1;12362.8220000001;200;100;1;1
891;1;11572.8110000001;100;100;1;1
892;0;7769.1584500000;100;100;0;0
893;1;12602.4780000002;0;100;1;1
894;1;3597.2940000000;100;100;1;1
895;1;8528.4700000000;100;100;1;1
896;1;4059.0930000000;100;100;1;1
897;0;15373.0654500002;100;100;0;0
898;0;6563.7464500000;100;100;0;0
899;1;7407.5940000000;100;100;1;1
900;1;4550.4030000000;100;100;1;1
901;1;12835.6630000002;0;0;1;1
902;0;5707.7424500000;100;100;0;0
903;0;2744.5924500000;100;100;0;0
904;0;14368.4184500002;100;100;0;0
905;0;15971.9624500002;100;100;0;0
906;0;1770.5754500000;100;100;0;0
907;0;8894.7444500000;100;200;0;0
908;1;9015.2970000000;100;100;1;1
909;0;3129.8584500000;100;100;0;0
910;1;14407.3410000002;100;100;1;1
911;0;4309.9744500000;100;100;0;0
912;1;3767.3180000000;100;100;1;1
913;1;3722.1930000000;100;100;1;1
914;0;5955.2234500000;100;100;0;0
915;1;8394.8190000000;100;100;1;1
916;0;10587.2744500001;100;100;0;0
917;1;4808.5320000000;100;100;1;1
918;0;2328.1114500000;100;100;0;0
919;0;13266.3864500002;100;100;0;0
920;1;13354.8270000002;100;100;1;1
921;0;6668.1874500000;100;100;0;0
922;1;3947.2600000000;100;100;1;1
923;1;15902.1050000002;100;100;1;1
924;0;10633.2144500001;100;100;0;0
925;1;14591.7200000002;100;100;1;1
926;1;13530.6150000002;0;0;1;1
927;1;3182.9160000000;100;100;1;1
928;1;11316.2260000001;100;100;1;1
929;1;775.0350000000;100;100;1;1
930;0;16066.3054500002;100;100;0;0
931;0;4016.4914500000;100;0;0;0
932;0;16092.8104500002;100;100;0;0
933;1;14505.1100000002;100;100;1;1
934;1;10616.8290000001;100;100;1;1
935;1;13382.4450000002;100;100;1;1
936;0;1085.0694500000;100;100;0;0
937;1;1343.8950000000;100;100;1;1
938;1;10799.0630000001;100;100;1;1
939;1;15911.3130000002;100;100;1;1
940;0;928.7104500000;100;100;0;0
941;1;15043.4310000002;100;100;1;1
942;1;15276.9460000002;100;100;1;1
943;0;11970.0954500001;100;100;0;0
944;1;15095.1060000002;100;100;1;1
945;0;8294.5214500000;100;0;0;0
946;0;12624.7674500002;100;100;0;0
947;1;12522.8970000001;100;100;1;1
948;0;13821.0944500002;0;100;0;0
949;0;16226.3204500002;100;100;0;0
950;1;4422.6770000000;0;100;1;1
951;0;4074.1874500000;100;0;0;0
952;1;11057.1740000001;0;0;1;1
953;1;16234.3880000002;0;100;1;1
954;0;14546.6444500002;100;100;0;0
955;0;13123.3234500002;100;100;0;0
956;0;9409.3374500000;100;100;0;0
957;0;1624.3724500000;100;100;0;0
958;1;1969.1590000000;100;100;1;1
959;1;9466.5720000000;100;100;1;1
960;1;12255.7430000001;100;100;1;1
961;1;8320.5870000000;100;100;1;1
962;0;4446.8794500000;100;100;0;0
963;1;7745.3330000000;100;100;1;1
964;0;4943.6014500000;100;0;0;0
965;1;13541.0210000002;100;100;1;1
966;0;7130.4764500000;100;100;0;0
967;0;7320.8054500000;100;100;0;0
968;0;3918.1344500000;100;100;0;0
969;1;15323.5810000002;100;100;1;1
970;0;8080.3004500000;100;100;0;0
971;0;16248.7534500002;100;100;0;0
972;0;9188.2534500000;200;100;0;0
973;0;462.2484500000;100;100;0;0
974;0;5141.6214500000;100;100;0;0
975;0;11800.7314500001;100;100;0;0
976;1;8503.7220000000;100;100;1;1
977;0;11845.2264500001;100;100;0;0
978;1;1073.1090000000;100;100;1;1
979;0;775.4564500000;100;100;0;0
980;0;15884.0454500002;100;100;0;0
981;0;6294.2354500000;100;100;0;0
982;0;9809.1004500001;100;100;0;0
983;1;641.6230000000;200;100;1;1
984;0;14285.9324500002;100;100;0;0
985;0;7816.5604500000;100;100;0;0
986;0;1003.4934500000;100;100;0;0
987;0;6087.2394500000;200;100;0;0
988;1;14480.7050000002;100;100;1;1
989;1;1573.8800000000;100;100;1;1
990;0;8268.2614500000;100;100;0;0
991;1;6877.7580000000;100;100;1;1
992;0;1996.8294500000;100;100;0;0
993;0;9955.9834500001;0;0;0;0
994;1;12212.4750000001;100;100;1;1
995;0;7216.8334500000;100;100;0;0
996;0;16226.0614500002;100;100;0;0
997;1;7266.5040000000;100;100;1;1
998;0;4127.1484500000;100;0;0;0
999;0;15057.5414500002;100;100;0;0
1000;1;3769.8150000000;100;100;1;1
1001;0;15617.3404500002;100;100;0;0
1002;0;3431.6864500000;100;200;0;0
1003;1;649.0730000000;100;100;1;1
1004;1;15654.9670000002;100;100;1;1
1005;1;7659.1730000000;100;100;1;1
1006;1;11294.5800000001;0;0;1;1
1007;0;3716.3654500000;100;100;0;0
1008;1;15732.3130000002;100;0;1;1
1009;0;6580.6794500000;100;0;0;0
1010;0;15742.1444500002;100;100;0;0
1011;0;14773.1374500002;100;100;0;0
1012;1;706.2870000000;100;100;1;1
1013;1;9158.8420000000;0;100;1;1
1014;1;14957.8890000002;100;100;1;1
1015;0;4727.4034500000;100;100;0;0
1016;1;7975.8650000000;100;100;1;1
1017;0;8274.7834500000;100;100;0;0
1018;0;9775.5174500001;100;100;0;0
1019;0;6000.6384500000;100;100;0;0
1020;0;11740.0384500001;100;100;0;0
1021;0;1639.2784500000;100;100;0;0
1022;1;14810.1010000002;100;100;1;1
1023;1;15732.8020000002;100;100;1;1
1024;0;33.5674500000;100;100;0;0
1025;0;2049.8214500000;0;0;0;0
1026;0;6257.9854500000;200;100;0;0
1027;1;15620.4470000002;100;100;1;1
1028;0;5132.8624500000;100;100;0;0
1029;1;1231.3270000000;100;100;1;1
1030;1;2336.2390000000;100;100;1;1
1031;1;9985.5380000001;100;100;1;1
1032;1;5819.6130000000;100;100;1;1
1033;1;603.6470000000;100;100;1;1
1034;1;14866.4270000002;100;100;1;1
1035;0;544.0544500000;0;0;0;0
1036;1;10324.1100000001;100;100;1;1
1037;0;11641.5814500001;100;100;0;0
1038;1;3661.1970000000;100;100;1;1
1039;0;12127.1234500001;100;100;0;0
1040;1;11503.2460000001;100;100;1;1
1041;1;9306.9930000001;100;100;1;1
1042;0;11554.4204500001;0;0;0;0
1043;0;6580.1464500000;0;0;0;0
1044;1;9101.7600000000;100;100;1;1
1045;0;1721.2764500000;100;100;0;0
1046;0;8357.2444500000;100;100;0;0
1047;1;10340.4890000001;100;100;1;1
1048;1;1429.5450000000;100;100;1;1
1049;1;3798.0270000000;100;100;1;1
1050;0;14103.1234500002;100;100;0;0
1051;1;15811.2390000002;100;100;1;1
1052;0;11501.0204500001;0;0;0;0
1053;1;13421.3780000002;100;100;1;1
1054;0;12062.5064500001;100;100;0;0
1055;0;15521.5194500002;200;100;0;0
1056;0;1431.8794500000;100;0;0;0
1057;0;5259.7744500000;100;100;0;0
1058;1;10838.4740000001;100;100;1;1
1059;0;5313.9174500000;0;100;0;0
1060;0;515.0124500000;100;100;0;0
1061;1;9033.5060000000;100;100;1;1
1062;0;10470.4744500001;100;100;0;0
1063;1;6267.6870000000;100;100;1;1
1064;0;7264.2684500000;200;100;0;0
1065;0;9338.5614500001;100;100;0;0
1066;1;3314.9880000000;100;100;1;1
1067;1;6664.4260000000;100;100;1;1
1068;1;7583.0970000000;100;100;1;1
1069;1;11755.2820000001;0;100;1;1
1070;1;9491.7950000000;100;100;1;1
1071;0;4267.8824500000;100;100;0;0
1072;0;11211.4024500001;100;100;0;0
1073;1;12237.1600000001;100;0;1;1
1074;1;320.0250000000;200;100;1;1
1075;1;1621.0170000000;100;100;1;1
1076;1;8686.0270000000;100;100;1;1
1077;0;1727.7184500000;0;0;0;0
1078;0;2887.0464500000;200;100;0;0
1079;0;2957.8634500000;100;100;0;0
1080;0;12102.4334500001;100;100;0;0
1081;0;4954.9194500000;100;0;0;0
1082;0;11560.1454500001;100;100;0;0
1083;1;14003.2760000002;100;100;1;1
1084;0;15954.3334500002;100;100;0;0
1085;1;7813.2050000000;100;100;1;1
1086;1;14934.0070000002;100;0;1;1
1087;1;10257.1500000001;100;100;1;1
1088;1;9393.4170000000;0;0;1;1
1089;0;16117.7274500002;100;100;0;0
1090;0;9194.1964500000;100;100;0;0
1091;1;5835.6290000000;100;100;1;1
1092;1;6412.9200000000;100;100;1;1
1093;1;3614.4910000000;100;100;1;1
1094;1;12964.3880000002;100;100;1;1
1095;1;9983.1630000001;100;100;1;1
1096;1;13267.9210000002;0;0;1;1
1097;1;7653.3630000000;100;100;1;1
1098;1;3057.3920000000;100;100;1;1
1099;0;1701.6294500000;100;100;0;0
1100;0;13723.2954500002;100;100;0;0
1101;0;15529.6084500002;100;100;0;0
1102;1;15193.0070000002;100;100;1;1
1103;1;4558.6590000000;100;0;1;1
1104;1;5813.4230000000;100;100;1;1
1105;0;15771.7004500002;100;100;0;0
1106;0;2064.4984500000;100;100;0;0
1107;1;728.9810000000;100;100;1;1
1108;0;7775.2874500000;100;100;0;0
1109;1;2468.1240000000;100;100;1;1
1110;1;3295.7980000000;100;100;1;1
1111;1;9044.0400000000;100;100;1;1
1112;0;463.3724500000;100;100;0;0
1113;1;14305.8860000002;100;100;1;1
1114;0;7901.5464500000;100;100;0;0
1115;0;3502.8274500000;100;100;0;0
1116;0;2902.9144500000;100;0;0;0
1117;1;12723.9400000002;100;100;1;1
1118;0;13948.7444500002;100;100;0;0
1119;0;12044.4254500001;100;100;0;0
1120;1;2736.0670000000;100;100;1;1
1121;0;6357.6314500000;200;100;0;0
1122;0;9155.9554500000;100;100;0;0
1123;0;5809.6304500000;100;100;0;0
1124;0;2777.4264500000;100;0;0;0
1125;1;14948.4620000002;100;100;1;1
1126;0;2301.1594500000;100;100;0;0
1127;0;2646.0674500000;100;100;0;0
1128;1;4597.6010000000;200;100;1;1
1129;0;2086.0324500000;100;100;0;0
1130;0;7641.2584500000;100;100;0;0
1131;0;8876.4054500000;100;100;0;0
1132;0;10546.3824500001;100;200;0;0
1133;0;6099.0064500000;100;100;0;0
1134;1;15294.1600000002;100;100;1;1
1135;1;12950.9300000002;100;100;1;1
1136;0;10901.6094500001;100;100;0;0
1137;1;12212.4750000001;100;100;1;1
1138;1;12365.0320000001;100;100;1;1
1139;0;13004.0934500002;100;100;0;0
1140;0;6472.3524500000;100;100;0;0
1141;1;5324.0570000000;100;0;1;1
1142;0;6154.9264500000;100;0;0;0
1143;0;14211.7014500002;100;100;0;0
1144;1;269.5780000000;100;100;1;1
1145;0;9718.4174500001;100;100;0;0
1146;0;769.1814500000;100;100;0;0
1147;1;11795.8430000001;0;0;1;1
1148;0;7095.1724500000;100;100;0;0
1149;1;15308.4040000002;100;100;1;1
1150;1;7669.8220000000;100;100;1;1
1151;1;8560.9650000000;0;0;1;1
1152;0;951.9784500000;100;100;0;0
1153;0;4973.7914500000;100;0;0;0
1154;1;10375.4730000001;100;100;1;1
1155;0;2155.0364500000;100;100;0;0
1156;1;10041.0390000001;100;100;1;1
1157;0;15915.0214500002;100;0;0;0
1158;1;11776.6460000001;100;100;1;1
1159;0;6531.3964500000;100;100;0;0
1160;0;2958.6084500000;0;100;0;0
1161;1;7255.1160000000;100;100;1;1
1162;0;2453.3264500000;100;100;0;0
1163;1;10830.2580000001;100;100;1;1
1164;0;4299.3534500000;100;100;0;0
1165;1;7348.7830000000;100;100;1;1
1166;0;12524.7314500001;100;100;0;0
1167;0;4710.5424500000;100;100;0;0
1168;1;1028.0560000000;100;100;1;1
1169;1;1955.8250000000;100;100;1;1
1170;0;2383.7774500000;100;100;0;0
1171;1;6760.9360000000;100;0;1;1
1172;1;13185.7780000002;100;100;1;1
1173;0;3739.4724500000;100;100;0;0
1174;0;12.3354500000;100;100;0;0
1175;1;12269.1650000001;100;100;1;1
1176;0;4481.1804500000;100;100;0;0
1177;1;9998.2670000001;100;100;1;1
1178;0;12178.9304500001;100;100;0;0
1179;1;9173.8450000000;100;100;1;1
1180;1;6284.7390000000;100;100;1;1
1181;1;10939.9800000001;100;100;1;1
1182;0;2934.4034500000;0;100;0;0
1183;1;11964.6170000001;100;100;1;1
1184;0;15347.1784500002;100;100;0;0
1185;0;235.4444500000;100;100;0;0
1186;0;4324.9834500000;100;100;0;0
1187;1;16042.0310000002;100;100;1;1
1188;0;8036.9874500000;100;100;0;0
1189;0;3888.0924500000;100;100;0;0
1190;0;1290.3734500000;100;100;0;0
1191;1;3299.9230000000;100;0;1;1
1192;0;5281.2104500000;200;100;0;0
1193;0;13447.1884500002;100;100;0;0
1194;1;13609.0010000002;100;100;1;1
1195;0;14568.2704500002;100;100;0;0
1196;1;9498.0950000000;0;100;1;1
1197;1;2303.3640000000;100;0;1;1
1198;0;1437.5724500000;100;100;0;0
1199;1;12566.6600000001;100;100;1;1
1200;1;7955.7430000000;100;0;1;1
1201;0;9828.2974500001;100;100;0;0
1202;0;267.7274500000;100;100;0;0
1203;1;7428.9210000000;100;100;1;1
1204;1;11691.6800000001;100;100;1;1
1205;1;15296.1900000002;100;100;1;1
1206;1;13923.5440000002;100;100;1;1
1207;1;5097.1760000000;100;100;1;1
1208;0;14445.8264500002;100;100;0;0
1209;0;9443.9864500000;100;100;0;0
1210;1;7182.8230000000;100;100;1;1
1211;0;6767.8694500000;100;100;0;0
1212;0;2734.4204500000;100;100;0;0
1213;0;3011.5624500000;100;100;0;0
1214;0;14662.4244500002;100;100;0;0
1215;0;9881.9124500001;100;100;0;0
1216;0;346.5464500000;100;100;0;0
1217;0;4572.1024500000;100;100;0;0
1218;0;7045.6314500000;100;100;0;0
1219;1;11847.3410000001;100;100;1;1
1220;0;983.2754500000;100;100;0;0
1221;1;708.1450000000;100;100;1;1
1222;1;4080.6880000000;100;0;1;1
1223;0;15207.6464500002;100;100;0;0
1224;1;715.6250000000;100;100;1;1
1225;0;2697.5454500000;100;100;0;0
1226;0;10210.7694500001;100;0;0;0
1227;0;2721.5994500000;100;100;0;0
1228;1;16031.8730000002;100;100;1;1
1229;1;14809.0610000002;100;100;1;1
1230;0;1014.1844500000;100;0;0;0
1231;1;11830.1620000001;0;100;1;1
1232;1;6364.2890000000;100;100;1;1
1233;0;3702.6634500000;0;100;0;0
1234;0;9711.5784500001;0;100;0;0
1235;0;15873.6244500002;100;100;0;0
1236;1;10298.7270000001;100;100;1;1
1237;1;747.9480000000;100;100;1;1
1238;1;3769.2160000000;0;0;1;1
1239;0;2933.5624500000;100;100;0;0
1240;1;6735.0420000000;100;100;1;1
1241;1;10525.5070000001;100;100;1;1
1242;1;7855.9000000000;100;100;1;1
1243;1;7582.2410000000;100;100;1;1
1244;1;6671.7570000000;100;100;1;1
1245;0;3199.8504500000;100;100;0;0
1246;1;751.0150000000;100;100;1;1
1247;1;14507.5710000002;100;100;1;1
1248;1;16095.0320000002;100;100;1;1
1249;1;6377.6610000000;0;0;1;1
1250;1;9951.5980000001;100;100;1;1
1251;1;10784.4380000001;100;100;1;1
1252;0;1251.3274500000;100;100;0;0
1253;0;3628.6644500000;100;100;0;0
1254;1;12772.9200000002;200;100;1;1
1255;0;7537.0534500000;100;100;0;0
1256;0;2471.2074500000;100;100;0;0
1257;0;14152.0674500002;100;100;0;0
1258;0;2108.0534500000;100;100;0;0
1259;1;14877.5340000002;100;100;1;1
1260;0;5724.6714500000;100;100;0;0
1261;0;11712.0254500001;100;100;0;0
1262;1;5771.3080000000;100;100;1;1
1263;0;2428.9714500000;100;100;0;0
1264;1;11806.3250000001;100;100;1;1
1265;0;8425.5564500000;100;100;0;0
1266;1;10046.9210000001;100;100;1;1
1267;0;8600.3654500000;100;100;0;0
1268;0;9211.6084500000;100;100;0;0
1269;1;10358.8880000001;0;0;1;1
1270;1;15095.2840000002;100;100;1;1
1271;1;7598.3120000000;0;100;1;1
1272;1;15212.1940000002;100;100;1;1
1273;1;7504.3270000000;100;100;1;1
1274;1;11778.6940000001;100;100;1;1
1275;0;6357.5574500000;100;100;0;0
1276;0;4078.5394500000;100;100;0;0
1277;0;14968.2564500002;100;100;0;0
1278;1;8661.7540000000;100;100;1;1
1279;1;13492.1490000002;100;100;1;1
1280;1;734.5440000000;0;100;1;1
1281;1;1942.6880000000;100;100;1;1
1282;1;12735.1250000002;100;0;1;1
1283;0;9726.9254500001;100;100;0;0
1284;0;13083.9214500002;100;100;0;0
1285;0;1979.8124500000;0;0;0;0
1286;0;11642.5604500001;100;100;0;0
1287;1;2612.6700000000;100;100;1;1
1288;0;15871.6424500002;100;100;0;0
1289;0;13586.0684500002;100;100;0;0
1290;1;7255.1160000000;100;100;1;1
1291;1;1078.8300000000;0;0;1;1
1292;0;1242.3264500000;100;100;0;0
1293;0;504.7464500000;100;100;0;0
1294;1;2271.8480000000;100;100;1;1
1295;0;8722.2934500000;100;100;0;0
1296;1;15122.2840000002;0;0;1;1
1297;1;8108.4210000000;100;100;1;1
1298;1;4927.0680000000;100;100;1;1
1299;0;2817.9174500000;100;100;0;0
1300;0;416.7414500000;0;100;0;0
1301;1;4818.2920000000;100;100;1;1
1302;0;3703.6064500000;100;100;0;0
1303;0;12924.4484500002;100;100;0;0
1304;1;285.2540000000;100;100;1;1
1305;0;2862.0834500000;100;100;0;0
1306;0;8397.1414500000;100;100;0;0
1307;1;6116.7450000000;100;100;1;1
1308;0;5257.5124500000;100;100;0;0
1309;1;1047.3420000000;100;0;1;1
1310;1;12660.2640000002;0;100;1;1
1311;0;2652.2154500000;100;100;0;0
1312;1;14412.0900000002;100;100;1;1
1313;1;11978.7760000001;100;100;1;1
1314;1;6836.5750000000;100;100;1;1
1315;0;13700.8314500002;100;100;0;0
1316;0;16260.5904500002;100;100;0;0
1317;1;9315.7360000001;100;100;1;1
1318;1;9500.4600000000;100;100;1;1
1319;1;14567.5470000002;100;100;1;1
1320;0;5406.6834500000;100;100;0;0
1321;0;7507.9754500000;100;100;0;0
1322;1;2919.3560000000;100;100;1;1
1323;0;906.2554500000;100;100;0;0
1324;0;583.1884500000;100;100;0;0
1325;0;13201.5804500002;100;100;0;0
1326;0;1234.6084500000;100;100;0;0
1327;0;14335.0874500002;100;100;0;0
1328;0;15529.3364500002;100;100;0;0
1329;1;11303.6850000001;100;0;1;1
1330;0;6330.8234500000;100;100;0;0
1331;0;7590.8264500000;100;100;0;0
1332;0;369.2294500000;100;100;0;0
1333;1;2012.3930000000;100;100;1;1
1334;0;15105.4614500002;0;100;0;0
1335;1;4476.6900000000;100;100;1;1
1336;0;11990.2174500001;100;100;0;0
1337;0;7186.9224500000;200;100;0;0
1338;0;11685.9334500001;100;100;0;0
1339;1;1692.5700000000;100;100;1;1
1340;0;12497.9664500001;100;100;0;0
1341;1;13747.4650000002;100;100;1;1
1342;0;11336.9164500001;0;100;0;0
1343;0;2278.1144500000;100;100;0;0
1344;0;11535.1644500001;100;100;0;0
1345;1;285.2540000000;100;100;1;1
1346;0;8286.5554500000;100;100;0;0
1347;0;3207.8664500000;100;100;0;0
1348;0;15056.8604500002;100;100;0;0
1349;1;14909.4710000002;0;100;1;1
1350;0;7070.6334500000;100;100;0;0
1351;1;583.0650000000;100;100;1;1
1352;0;9042.9764500000;100;200;0;0
1353;1;10632.1700000001;100;100;1;1
1354;1;7071.7720000000;100;100;1;1
1355;1;13242.9350000002;100;100;1;1
1356;1;10048.7500000001;100;100;1;1
1357;1;8447.1210000000;100;100;1;1
1358;0;5322.3334500000;100;100;0;0
1359;1;11029.8920000001;0;0;1;1
1360;1;4008.7280000000;100;100;1;1
1361;0;2132.5484500000;100;100;0;0
1362;0;1655.8224500000;0;0;0;0
1363;1;7560.6630000000;100;100;1;1
1364;1;1083.3240000000;100;100;1;1
1365;0;11333.3814500001;100;100;0;0
1366;1;5091.8930000000;100;0;1;1
1367;0;8817.4564500000;100;100;0;0
1368;0;10793.5894500001;100;100;0;0
1369;0;6624.3584500000;100;100;0;0
1370;1;11055.0460000001;100;100;1;1
1371;1;12243.0100000001;0;0;1;1
1372;0;3423.6814500000;100;100;0;0
1373;0;15826.7504500002;100;100;0;0
